SLogP,FilterItLogS,C2SP2,VSA_EState2,PEOE_VSA6,n6HRing,NaasC,nAcid,nAromAtom,AETA_beta,BCUTZ-1l,nO,NdssC,nBondsD,SdssC,C1SP2,n6aHRing,C3SP2,IC1,AMID_C
2.49148,-5.405906989043271,7,34.92390316238715,12.13273413692322,1,5,0,17,1.3951612903225807,5.688007794842472,2,2,2,-0.5721381118747639,5,1,3,4.070490379766756,1.4773169414624685
2.49148,-5.405906989043271,7,34.92390316238715,12.13273413692322,1,5,0,17,1.3951612903225807,5.688007794842472,2,2,2,-0.5721381118747639,5,1,3,4.070490379766756,1.4773169414624685
4.094400000000002,-5.554684490977937,8,20.52294868068788,30.33183534230805,1,5,0,17,1.4479166666666667,5.6921960964206795,1,2,2,-0.14344800561791882,4,1,2,3.6424515878790302,1.3899545470155674
3.682100000000002,-6.113812066349047,7,4.188253439882228,30.33183534230805,2,3,0,12,1.181818181818182,5.691561545941893,1,0,0,0.0,2,1,2,3.367443242772312,1.6967922298170606
4.4719000000000015,-4.613754137053338,0,1.955255102040816,63.71977559179739,0,0,0,0,0.5,5.787435946966148,0,0,0,0.0,0,0,0,2.062907291846956,1.3567570093456014
3.327300000000002,-4.3412393246768906,6,2.062329984462921,29.122314099320675,0,3,0,6,1.161764705882353,5.674187498052641,1,0,0,0.0,0,0,0,3.388639912208212,1.5064451977349778
0.4247000000000001,-0.918086033840552,1,13.365675547996974,11.996454425689526,1,0,0,0,0.9615384615384616,5.6743569234176805,2,2,2,0.4245370370370374,1,0,1,3.236834033333005,1.5040805833820523
1.9257999999999995,-4.725981914316483,5,14.224067072172456,55.514734529941734,0,1,0,6,0.9519230769230768,5.6696832973954425,3,1,1,-0.5693647119341559,1,0,1,3.1523719232710463,1.6989495589938828
3.9412800000000026,-5.431823623573604,10,0.0,41.932775232540564,0,4,0,12,1.3571428571428572,5.692028849274509,1,0,0,0.0,0,0,2,3.3531906713383215,1.6542616915265267
2.42898,-3.973557141778485,5,3.3741203703703704,5.156663257125445,1,4,0,11,1.2727272727272727,5.717468649599817,2,0,0,0.0,2,1,1,4.101381529092885,1.2281710848777807
3.010480000000001,-4.4761085035825054,7,29.50374052983586,12.13273413692322,1,5,0,12,1.2421875,5.682428203767934,2,3,3,-1.7622030045307844,2,0,5,3.919916998449732,1.443014479034905
3.9135800000000014,-7.041825137694138,11,8.562884290666577,30.33183534230805,1,6,0,18,1.4732142857142858,5.68719129440938,0,1,1,0.6094907407407408,3,1,4,3.5668627833217537,1.6444014310362831
3.3085800000000014,-6.820120670480334,8,12.597214656268587,18.199101205384828,2,6,0,18,1.4910714285714286,5.690003158409518,0,1,1,0.5469907407407408,5,2,4,3.824619047649148,1.572119208897126
3.3085800000000014,-6.820120670480334,10,12.789660976649616,18.199101205384828,2,6,0,18,1.4910714285714286,5.690003137724832,0,1,1,0.4983796296296299,4,2,3,3.723490779146897,1.5713500322868112
3.1780800000000013,-6.6590337139662505,10,13.488083618471876,12.13273413692322,2,6,0,18,1.4655172413793105,5.690001156505791,1,1,1,0.564576903292181,4,2,3,3.791381077139832,1.5815207140257947
3.3085800000000014,-6.820120670480334,10,12.789660976649616,18.199101205384828,2,6,0,18,1.4910714285714286,5.690003137724832,0,1,1,0.4983796296296299,4,2,3,3.723490779146897,1.5713500322868112
3.9135800000000014,-7.041825137694138,13,9.052011001931636,24.26546827384644,1,6,0,18,1.4732142857142858,5.685076035915935,0,1,1,0.5261574074074076,2,1,3,3.5214082378672087,1.6430362242831305
4.303680000000003,-7.435403915608734,13,9.204363609641387,31.18920547353707,1,6,0,18,1.4396551724137931,5.685095127844865,0,1,1,0.5440740740740742,2,1,3,3.5804866440561303,1.6553152556040756
4.693780000000003,-7.828316148479903,13,9.301442691274039,37.61002709646307,1,6,0,18,1.4083333333333334,5.6850982874667775,0,1,1,0.5548148148148149,2,1,3,3.578395614697046,1.6667902159604484
2.8859800000000013,-6.471724899719655,13,8.872730956580162,24.26546827384644,1,6,0,18,1.4482758620689655,5.685128718225378,1,1,1,0.38407407407407423,2,1,3,3.6690105128619557,1.5948770678149229
2.7035800000000005,-6.5984127240492905,7,16.486494624836983,12.13273413692322,3,6,0,18,1.5089285714285714,5.708889476164647,0,1,1,0.4706018518518522,6,3,3,3.7840108746446015,1.4996638402904916
3.5250800000000018,-6.895571985059989,13,8.864788779709414,24.26546827384644,1,6,0,18,1.5092592592592593,5.6853644388632105,0,1,1,0.5284722222222222,2,1,3,3.424063498425794,1.6342116524911747
2.39588,-6.520298160716107,8,1.3910231176951957,18.199101205384828,0,5,0,12,1.2604166666666667,5.678821023463327,1,0,0,0.0,0,0,4,3.3200657534531786,1.7163599741702391
1.7206799999999995,-6.4046027365212375,8,1.603909068741771,6.06636706846161,2,6,2,12,1.106060606060606,5.681301317314657,4,0,0,0.0,0,0,4,3.723103679227356,1.6025123703812336
2.941580000000001,-5.432471874527991,11,6.360811366213151,30.818356286004963,1,5,0,12,1.2717391304347827,5.691416494341541,0,0,0,0.0,0,0,1,3.3006100337160547,1.6883583160359892
3.2988800000000023,-4.344961505731883,10,31.259130435956305,0.0,2,4,0,12,1.2121212121212122,5.6876593538143885,3,2,2,-0.3076640753002924,2,0,2,3.4358911042932405,1.6178679799954865
3.4429800000000017,-4.388183964482503,10,31.467774142353164,6.4208216229260096,2,4,0,12,1.2058823529411764,5.687659353786362,3,2,2,-0.2964136241321817,2,0,2,3.3794197486803537,1.6501678244094875
3.8330800000000034,-4.652458545820512,10,31.545355600321244,12.841643245852019,2,4,0,12,1.1857142857142855,5.687659353732323,3,2,2,-0.2949865827273845,2,0,2,3.3265537423736724,1.6651200777787638
3.3004800000000016,-4.844531505731883,10,31.236810720255193,0.0,1,4,0,12,1.2121212121212122,5.687659353806777,3,2,2,-0.3090664449816052,2,0,2,3.423908762989058,1.6200838727435565
3.3004800000000016,-4.844531505731883,10,31.236810720255193,0.0,1,4,0,12,1.2121212121212122,5.687659353806777,3,2,2,-0.3090664449816052,2,0,2,3.423908762989058,1.6200838727435565
2.9119800000000016,-4.701532845039626,10,31.148467825879692,0.0,1,4,0,12,1.234375,5.6876593538602735,3,2,2,-0.3076901232086489,2,0,2,3.36017243103606,1.6121270199095066
3.692180000000003,-5.231509494473904,10,31.303630741815837,12.841643245852019,1,4,0,12,1.1911764705882353,5.687659353751572,3,2,2,-0.30483604039905443,2,0,2,3.2677519835072215,1.6390821426336866
3.010480000000001,-4.4761085035825054,7,29.47822612840536,6.06636706846161,1,5,0,12,1.2421875,5.68242880197645,2,3,3,-1.7231623053059804,2,0,5,3.919916998449732,1.443046668546326
-0.8956199999999943,-7.815266643185736,10,23.07921688383173,35.86640816407895,1,5,0,17,1.2302631578947372,5.688007793172594,1,1,1,0.2362135032075509,2,0,3,3.68520561126239,1.580622965185583
0.5575800000000024,-7.500572853498155,10,22.91245794471889,35.86640816407895,1,5,0,17,1.2302631578947372,5.688007793172594,2,1,1,0.2176949846890326,2,0,3,3.7341916008226894,1.580622965185583
1.2744800000000014,-7.120142783131237,10,20.97943546997865,35.86640816407895,0,5,0,17,1.2720588235294117,5.688007793152436,1,1,1,0.205736420399119,2,0,3,3.8268885937956947,1.5791723715733683
4.275280000000004,-8.75569577218664,15,21.361816555537047,66.198243506387,0,6,0,23,1.3333333333333333,5.6880077931206,1,1,1,0.21096685207796328,2,0,4,3.601163458756462,1.6993903830543098
3.5572800000000013,-7.898012091373903,10,33.20031954245841,35.86640816407895,0,5,0,17,1.2012195121951221,5.688007793151176,3,2,2,-0.31720615948913666,2,0,3,3.8457351643453865,1.5404709674871382
2.58428,-7.028598648634257,12,25.43738293923345,48.53093654769288,1,5,0,23,1.3958333333333333,5.688007792837546,1,1,1,0.20453791321846904,4,1,4,3.5990184195340587,1.671335347796418
2.78918,-6.72243448217443,10,21.08562798127469,55.809128301847906,0,4,0,17,1.2651515151515151,5.688007793150782,1,1,1,0.26677194572035856,2,0,3,3.5334982404453497,1.6762005014861423
-0.22361999999999926,-4.671910018950963,7,34.23934240747971,12.13273413692322,1,5,1,17,1.403225806451613,5.688007794842483,3,2,2,-0.8923440831521634,5,1,3,4.092652302161916,1.4773836329441303
0.6085799999999995,-4.712345451480968,7,34.96755480354925,17.15869411559246,1,5,1,17,1.3951612903225807,5.688007794842517,2,2,2,-0.5914181572262374,5,1,3,4.092652302161916,1.4773836329441303
1.0112,-5.008339496290452,8,35.331661001584024,12.13273413692322,1,5,0,17,1.3790322580645162,5.6880077948423065,2,2,2,-0.4409551942632741,4,1,3,3.994542131312328,1.5344451099123693
0.2849800000000011,-4.261410991608306,7,34.894733563942296,12.13273413692322,1,5,0,17,1.403225806451613,5.6880077948424566,2,2,2,-0.6215107498188301,5,1,3,4.1700256426709625,1.4773836329441303
0.7113800000000003,-4.734008719934526,7,35.289396472004924,12.13273413692322,1,5,0,17,1.3828125,5.688007794842057,3,2,2,-0.5965079153517101,5,1,3,4.0530206221435385,1.4894871862067711
1.4246799999999993,-5.088386395804459,7,35.6535026700397,12.13273413692322,1,5,0,17,1.3671875,5.688007794842073,2,2,2,-0.4460449523887465,5,1,3,4.0530206221435385,1.4894871862067711
1.8147799999999998,-5.4788370608440236,7,35.932172779903716,19.05647133661385,1,5,0,17,1.3409090909090908,5.688007794841872,2,2,2,-0.4303084633486862,5,1,3,4.0417384274359485,1.5026329809869432
1.46528,-5.408292702836745,7,35.028104551276044,12.13273413692322,1,5,0,17,1.3951612903225807,5.688007794842503,2,2,2,-0.4965825563192079,5,1,3,4.1299098419636815,1.4773169414624685
1.96118,-5.439875223635749,10,31.02503848807602,29.800041095617342,0,5,0,17,1.3870967741935485,5.6880077948424885,2,2,2,-0.4885270007636524,3,0,3,3.9360434496438894,1.5418718707415509
2.22018,-5.886388499390246,12,23.77018198341227,18.199101205384828,1,4,0,21,1.4375,5.6734896901004825,1,1,1,0.13843577791990525,3,1,3,3.8163015310771056,1.6388314508490929
1.0669799999999996,-4.55620733090047,8,22.837983351693783,12.13273413692322,1,4,0,17,1.4107142857142858,5.688007794842771,1,1,1,0.14292368419352594,4,1,2,3.874742885621712,1.5588017300531762
2.3209800000000005,-5.909038879539131,10,18.98530015112728,35.86640816407895,0,5,0,17,1.3583333333333334,5.6880077948425125,1,1,1,0.17419730475286066,2,0,3,3.8171085912823712,1.5918222557077768
1.6675799999999994,-5.171578880573632,10,18.98292699026968,42.46456947923127,0,4,0,17,1.362068965517241,5.688007794842527,1,1,1,0.21482466680879408,2,0,3,3.640433272997136,1.6434672705429347
1.7144799999999998,-5.171578880573632,11,18.888857412332584,30.33183534230805,0,4,0,17,1.362068965517241,5.688007593340813,1,1,1,0.19656501335041576,2,0,2,3.678169122053738,1.6435210704698822
1.02228,-4.524040018950963,7,44.91033886774248,12.13273413692322,1,4,0,17,1.3870967741935485,5.6880077948425045,3,2,3,-0.92276074981883,5,1,3,3.9994192138842006,1.4773836329441303
2.3915700000000006,-4.712345451480968,7,33.78407505636488,24.35060757996992,1,4,0,17,1.3629032258064515,5.688007794842508,2,2,3,-0.6218348238929046,5,1,3,4.092652302161916,1.4773836329441303
